186;157;129;61;salamanca;x;
187;195;129;56;zemen;x;
188;94;129;59;Jukkomea;x;
189;50;129;65;Mescroissa;x;
190;135;129;63;Morgagoncum;x;
191;54;129;68;Jukumpolis;x;
192;117;129;69;Hermaytcum;x;
193;218;129;69;Gorgmonoasteia;x;
194;113;129;71;rongmachokgiri;x;
195;128;129;72;Kimuktiri;x;
196;247;129;70;raigarh;x;
197;107;129;68;Bralinlia;x;
198;114;129;75;Gonambroas;x;
199;201;60;16;Deckasmlia;x;
200;225;253;19;Korimetaponatrea;x;
201;59;237;44;Marmaoricmenus;x;
202;211;129;71;Megalistrias;x;
203;164;121;27;Ioamaryoli;x;
204;240;229;59;Ephhaliene;x;
205;145;75;0;Hememegalocum;x;
206;76;210;40;Italekhthus;x;
207;82;226;15;Iokannatrea;x;
208;72;191;20;Laumonatsos;x;
209;171;59;28;Golathena;x;
210;125;234;4;Kamecrotoli;x;
211;73;113;45;Dorymarmdus;x;
212;251;237;52;Itaarglia;x;
213;84;121;33;Calylarimos;x;
214;86;254;61;Dymkydrea;x;
215;151;218;32;Edebergica;x;
216;200;140;55;Ialkallis;x;
217;159;78;53;Asklniaeia;x;
218;92;210;47;Elkameirine;x;
219;195;199;17;kawardha;x;
220;198;67;24;Myllestrias;x;
221;141;183;43;Metkertrias;x;
222;219;59;37;Arsdemetthera;x;
223;104;140;61;Kouephyuf;x;
224;211;1;150;harcourt;x;
225;139;59;39;Dimkepinon;x;
226;121;164;25;Kyrekioai;x;
227;174;207;8;Hermimadytica;x;
228;130;226;32;Maljutes;x;
229;80;102;28;Hyeasiae;x;
230;145;124;61;Leocebrum;x;
231;99;199;27;Nympgelthos;x;
232;77;183;53;Crotklazthera;x;
233;171;59;47;Megallaodiyra;x;
234;202;137;25;Byllbyzrea;x;
235;204;210;62;Madhelolia;x;
236;172;210;63;Marmeretine;x;
237;125;183;56;Hiacanrea;x;
238;77;56;4;ubauro;x;
239;86;118;8;Larislisaea;x;
240;51;199;32;Nirknidesmos;x;
241;147;199;37;Maroberesmos;x;
242;111;1;246;coutances;x;
243;160;0;100;Diosmarmtrias;x;
244;168;191;51;Koakrus;x;
245;102;130;0;turow;x;
246;239;130;1;nawanagar;x;
247;197;130;2;Kamaclazthos;x;
248;138;130;3;Onchkydllai;x;
249;57;130;1;Kimmereretrias;x;
250;241;130;5;cabra;x;
251;116;130;6;Ephephthena;x;
252;83;130;7;brussel;x;
253;95;130;6;pakrac;x;
254;201;130;9;Kimganila;x;
255;170;130;10;bocholt;x;
256;96;130;9;Amarlekhaessa;x;
257;167;216;64;Elatolylia;x;
258;112;102;43;Ephhagiai;x;
259;152;130;11;Gonlocene;x;
260;183;130;11;Braugolthrae;x;
261;231;130;19;Gyrthgonai;x;
262;244;130;20;Odeselthena;x;
263;228;130;20;Cherlelis;x;
264;224;130;22;Amagonita;x;
265;138;130;22;Gelephyine;x;
266;69;130;24;Hiknolia;x;
267;177;130;25;stockholm;x;
268;67;130;25;Myldecios;x;
269;82;226;53;Kimmlamprea;x;
270;254;130;28;Alinherlea;x;
271;157;130;29;Kamarcarydus;x;
272;178;130;25;Metaponeleulia;x;
273;106;130;33;Histremponia;x;
274;83;250;16;Nyscololia;x;
275;149;130;33;Marogazina;x;
276;130;130;36;sejny;x;
277;76;130;36;Opdimallai;x;
278;244;130;38;Edcrotmea;x;
279;227;130;39;gera;x;
280;196;130;39;Achdemetthos;x;
281;164;130;40;Ereitaosse;x;
282;207;130;42;Laodiephyrera;x;
283;193;130;43;isernia;x;
284;121;130;44;Madlefkalia;x;
285;86;130;45;Meskniosia;x;
286;161;130;45;bannu;x;
287;79;67;9;Metanaxlia;x;
288;174;130;40;Laodiamniae;x;
289;60;130;49;Metaponedthrae;x;
290;231;130;50;Andrasiiana;x;
291;135;130;48;Mukeeleum;x;
292;105;130;52;plovdiv;x;
293;217;130;53;Laodimarathrae;x;
294;73;130;54;Cyrkatarias;x;
295;158;205;35;Achankdus;x;
296;255;130;56;Olhieraon;x;
297;70;130;57;Mesechyrias;x;
298;198;130;58;Epiiasum;x;
299;130;130;58;Gormonasdus;x;
300;141;130;59;Odelilum;x;
301;216;130;61;Mukeabion;x;
302;153;130;62;Gorgmoroli;x;
303;70;130;63;Leprhelolis;x;
304;72;130;64;Kourimorgus;x;
305;180;130;65;ganos;x;
306;68;130;66;Demetkeios;x;
307;119;130;69;Odesarglia;x;
308;105;0;0;Gortdiopolis;x;
309;221;130;69;Aiglekhila;x;
310;62;94;61;Hubkimmerinon;x;
311;67;130;73;isle_of_man;x;
312;65;75;48;Hislarisessa;x;
313;153;130;75;Kamardioera;x;
314;120;64;15;Kanymphlia;x;
315;54;130;77;tournoel;x;
316;238;130;73;Hagiamarate;x;
317;249;215;29;Monaonder;x;
318;128;130;72;Braulindinda;x;
319;233;164;59;Larkiomea;x;
320;56;64;16;Laumorera;x;
321;153;130;87;bransk;x;
322;231;130;91;Milimbum;x;
323;227;72;6;Hagileitrias;x;
324;230;118;38;Elkoimos;x;
325;124;83;44;Amphiherapolis;x;
326;203;130;120;Aytaskium;x;
327;120;64;24;Byzdoryina;x;
328;136;242;47;Madicaeanae;x;
329;204;83;46;Brauoresissa;x;
330;162;99;21;mewar;x;
331;138;54;16;Empoknosissa;x;
332;107;130;152;grandpre;x;
333;56;64;31;Hyeorchuf;x;
334;232;158;18;Cebganetta;x;
335;166;55;15;Barodesica;x;
336;174;130;164;Antigaleida;x;
337;75;53;26;Herachamthos;x;
338;250;188;39;Decnaurias;x;
339;52;105;42;Knoslapitate;x;
340;143;180;55;bardhaman;x;
341;185;215;51;Hemeeleyra;x;
342;165;145;61;Chekoion;x;
343;163;250;48;Madklaida;x;
344;236;83;61;Mulneate;x;
345;79;53;9;Kalborysai;x;
346;137;88;5;Hismonastinda;x;
347;132;223;46;Maerythatrea;x;
348;219;161;43;Clazobyllmea;x;
349;130;99;41;Juktaigostes;x;
350;223;231;35;Lekhanemthrae;x;
351;154;239;26;Argmegtrias;x;
352;190;131;0;Magnehagipetra;x;
353;23;3;1;Artemhieron;x;
354;13;3;1;Gythicleoas;x;
355;175;131;3;Elecythdus;x;
356;81;131;0;Acanjuktnes;x;
357;147;131;2;Misemaroonia;x;
358;231;131;6;Lapitmonastiai;x;
359;140;0;0;Dorynemmos;x;
360;96;131;3;khulna;x;
361;116;131;9;Methaphimos;x;
362;181;131;10;Leonlindai;x;
363;141;131;10;Helihisiana;x;
364;105;131;11;nova_zagora;x;
365;53;131;10;Gonamarthera;x;
366;131;250;63;Hubagrinium;x;
367;127;131;8;Lekneon;x;
368;213;131;16;Orodiodia;x;
369;209;131;16;Chytnysthrae;x;
370;233;131;16;Leogangae;x;
371;132;131;13;Madytkersos;x;
372;236;70;43;Kuborysae;x;
373;187;131;21;megara;x;
374;241;131;24;Kaiolbitiri;x;
375;206;131;27;Aliapollonia;x;
376;148;131;28;offenburg;x;
377;185;131;29;Kimmermespolis;x;
378;208;131;34;Alaithantes;x;
379;182;131;34;Cyraigosai;x;
380;218;239;34;Mesekandus;x;
381;129;131;37;Neaephytrias;x;
382;95;131;37;Itaalininon;x;
383;185;131;39;gorz;x;
384;136;131;39;Mantkourilis;x;
385;167;131;42;Gythnaxsos;x;
386;65;131;43;Achchaus;x;
387;240;131;43;Lefkcymai;x;
388;131;250;69;Laukydthrae;x;
389;58;131;44;Akrkatmenus;x;
390;215;131;47;Eubberginda;x;
391;207;131;48;Hubllekmenus;x;
392;60;131;50;Neabergllai;x;
393;213;131;51;Klaabesmos;x;
394;59;131;50;Arsaegila;x;
395;134;131;50;Lampoeios;x;
396;192;131;54;Asgolgila;x;
397;75;131;54;Odgortyetta;x;
398;127;53;28;Olbiassate;x;
399;218;131;54;Dorleibthus;x;
400;235;131;50;Adramgonai;x;
401;118;131;59;Kymonaion;x;
402;192;131;62;palestrina;x;
403;80;131;63;Epheacanmea;x;
404;67;131;67;Delmeseinon;x;
405;228;223;66;Brauopusos;x;
406;111;104;1;Lamerythpetra;x;
407;247;131;70;Mylaartemnes;x;
408;112;204;46;Erythephiana;x;
409;130;131;73;pasighat;x;
410;98;131;73;Kerkithesmos;x;
411;120;131;75;grado;x;
412;121;131;74;golaghat;x;
413;111;204;35;gaya;x;
414;248;51;23;Agrinimbressa;x;
415;85;131;73;Mantiastlia;x;
416;188;131;71;Dorydeceera;x;
417;62;80;41;Kiocolila;x;
418;191;131;73;Gazaskila;x;
419;106;131;84;macon;x;
420;101;131;88;Elechalum;x;
421;191;76;37;Eryamiissa;x;
422;240;255;21;Lefkaelatrea;x;
423;70;220;28;Lindgytdia;x;
424;109;107;58;Mydimlia;x;
425;124;236;7;Eremonatiana;x;
426;156;236;8;Cormukllai;x;
427;122;61;32;Megcorcila;x;
428;65;228;24;Artones;x;
429;162;201;17;garh;x;
430;193;50;3;Lampsalisdia;x;
431;220;236;14;Leproresmenus;x;
432;162;201;21;Hyberlia;x;
433;123;212;55;Aenkyreessa;x;
434;177;195;59;Oricarlia;x;
435;184;115;58;Kyrenamaroas;x;
436;96;60;64;Opgangesmos;x;
437;103;193;37;Kimmearglis;x;
438;229;69;31;Boryslaodos;x;
439;225;131;195;Artlepreai;x;
440;243;189;58;Hierclazeia;x;
441;160;255;41;Ereskamarthera;x;
442;110;80;65;Ialmetapocia;x;
443;180;114;29;Borysdoryessa;x;
444;245;120;2;Andrclethos;x;
445;127;53;58;Alierylia;x;
446;229;120;3;Aigdidiana;x;
447;188;236;23;manawar;x;
448;234;61;47;Hiergancum;x;
449;115;123;50;Asklalaosse;x;
450;78;182;8;Lefganalous;x;
451;104;115;64;Histrmonastider;x;
452;53;120;6;Chyclaion;x;
453;199;244;14;Arsleiblia;x;
454;119;244;15;Maggortyoas;x;
455;160;77;28;Lilakamon;x;
456;97;50;20;Marabytheia;x;
457;211;123;57;Lampsaydium;x;
458;234;132;2;saluzzo;x;
459;107;132;2;corinth;x;
460;103;132;2;Leabiana;x;
461;139;132;5;Cleoleolea;x;
462;107;132;6;Gouroriila;x;
463;77;132;4;Korikumlia;x;
464;94;132;6;Kymethasos;x;
465;232;132;9;zemun;x;
466;50;132;7;Olyolosia;x;
467;167;132;11;Leontamphiyra;x;
468;116;132;11;Aigkimmermenus;x;
469;216;132;13;Demetclaznes;x;
470;129;132;14;Megalmagneaea;x;
471;85;132;15;Chermorgathos;x;
472;134;132;15;Chytchalthera;x;
473;226;132;16;Kaimyluf;x;
474;162;132;18;gotteburg;x;
475;182;220;61;Kanngoroas;x;
476;245;132;14;Eubnysdos;x;
477;194;252;10;Asimarmita;x;
478;226;132;22;Gourmasthera;x;
479;79;132;22;Clazmetaplia;x;
480;238;250;74;Cebmegalodos;x;
481;169;132;25;lommel;x;
482;120;132;26;hamburg;x;
483;202;132;26;Kannmesemeia;x;
484;218;132;28;Carelatiri;x;
485;225;132;28;anjar;x;
486;175;132;32;Elalebeae;x;
487;158;132;33;Mukenlapitida;x;
488;202;132;34;Oriasklai;x;
489;60;132;35;Dymablia;x;
490;205;132;36;khanpur;x;
491;164;132;37;Diohelitiri;x;
492;210;252;13;bhadgaon;x;
493;255;132;39;mondragon;x;
494;176;77;38;Epiemporina;x;
495;83;132;40;Madmiltherna;x;
496;210;132;38;Mantborysera;x;
497;213;219;15;Marathlarius;x;
498;188;132;44;Magnlapittes;x;
499;99;132;45;sasaram;x;
500;122;132;46;Milegourcia;x;
501;173;158;62;Katcythrias;x;
502;198;132;42;Gagyrthilia;x;
503;196;132;50;Kamarmukeene;x;
504;201;132;52;Imbrcaryoas;x;
505;86;132;54;strzelce;x;
506;138;112;36;Naxcallilia;x;
507;231;193;60;Eleuleilia;x;
508;105;132;59;Hekorlia;x;
509;133;132;62;Cymhelorea;x;
510;227;132;62;Hublmocnes;x;
511;211;132;62;guti;x;
512;165;132;65;Cleochaai;x;
513;148;132;65;Amphikasaea;x;
514;229;132;68;Gelartemlia;x;
515;105;132;70;cremona;x;
516;150;132;71;nograd;x;
517;90;132;72;Lefkamarontes;x;
518;238;132;71;Itancroder;x;
519;149;132;70;Kasmmonasus;x;
520;250;132;71;Cymnaxtes;x;
521;63;132;75;Mydidydos;x;
522;92;58;25;Asimukeetta;x;
523;241;132;90;Erygytmea;x;
524;223;104;56;Heraeretai;x;
525;142;124;14;Nianaosse;x;
526;166;93;25;Ydlekhaus;x;
527;162;201;57;Olbolymida;x;
528;252;121;71;Maracanai;x;
529;203;85;40;Massmancum;x;
530;178;201;60;Mukenlampsaita;x;
531;188;109;3;Megantioas;x;
532;247;244;43;Kalmiletcum;x;
533;167;66;21;Hagasiila;x;
534;124;109;4;Chytlaroas;x;
535;254;233;12;Gythikyrenoli;x;
536;71;66;26;Ceblinera;x;
537;68;198;21;Orestkamethrae;x;
538;58;163;28;Itakerklia;x;
539;219;85;51;Asigangthena;x;
540;138;163;29;Chelaoum;x;
541;128;128;34;Korinthkatalous;x;
542;199;244;54;Hemeroiothera;x;
543;206;233;22;Lariededer;x;
544;93;209;64;Magnleibnae;x;
545;206;55;5;Cherandai;x;
546;153;190;45;Lampsanysiana;x;
547;107;187;0;Gytleibissa;x;
548;122;112;71;Andkoriera;x;
549;132;198;36;Didcarene;x;
550;215;117;13;Morgaaphietta;x;
551;100;198;37;Crotkuyra;x;
552;222;113;27;Amphiolynmos;x;
553;15;132;243;arles;x;
554;199;117;15;Koleibeine;x;
555;236;133;1;Gytknosai;x;
556;97;133;1;Iolciaera;x;
557;99;133;3;Metaargoli;x;
558;133;5;5;upyta;x;
559;209;133;5;ahtopol;x;
560;239;133;7;sassari;x;
561;184;133;8;Nympmisetherna;x;
562;113;133;7;Eretcycum;x;
563;96;133;9;barhaj;x;
564;90;133;6;Gorhemerotrias;x;
565;122;133;12;Dececrotoli;x;
566;208;133;12;Cyladia;x;
567;71;117;20;Dicaeamyloli;x;
568;224;179;23;Kimmhagiine;x;
569;77;133;16;Akrhiinon;x;
570;69;171;36;Hubhermrias;x;
571;146;252;59;Kaiklazorias;x;
572;70;133;19;Nymphhemeroica;x;
573;81;133;20;Lapiidalia;x;
574;112;133;20;Morcorus;x;
575;68;133;22;Ithangonida;x;
576;210;133;23;goppingen;x;
577;173;133;24;Dicaeachalcida;x;
578;232;133;24;Lapimorgamea;x;
579;206;55;19;Crokorinton;x;
580;218;133;27;Nicojuktdia;x;
581;202;133;27;luban;x;
582;21;133;24;Nakniios;x;
583;202;163;52;Oenlocthos;x;
584;62;133;30;Artemkulea;x;
585;143;133;32;Apollkorilia;x;
586;227;133;34;Eresgorgoli;x;
587;172;133;35;acqui_terme;x;
588;135;133;35;Opudicai;x;
589;210;133;37;Misedioatrea;x;
590;192;179;28;mahbubnagarh;x;
591;199;133;35;Korintamalia;x;
592;138;133;40;Neaalainon;x;
593;207;133;41;Agrinimbrdia;x;
594;213;133;40;Koritesmos;x;
595;130;133;42;Cherkiila;x;
596;122;133;44;southampton;x;
597;216;133;45;Mukeithanoli;x;
598;204;133;46;slutsk;x;
599;169;133;46;Helmantiai;x;
600;57;133;48;Kerkereeia;x;
601;254;55;24;Amiithanpetra;x;
602;120;133;50;Jukcalaea;x;
603;73;133;50;Chyeresyra;x;
604;70;133;49;Oroeretina;x;
605;191;206;38;Chammoica;x;
606;122;133;54;Gythoriiana;x;
607;211;133;55;hohenwaldeck;x;
608;239;133;57;Kalariseia;x;
609;91;133;60;alife;x;
610;238;133;61;quidabad;x;
611;140;133;62;Malimblia;x;
612;196;133;63;torne;x;
613;50;125;17;Kororicrea;x;
614;243;133;61;Idacorum;x;
615;169;133;66;upsal;x;
616;121;133;67;Olymempllai;x;
617;241;133;66;Monastiargosse;x;
618;213;133;67;Locithaium;x;
619;77;133;63;Kancalyene;x;
620;238;133;67;Kynleontthena;x;
621;169;133;72;Laohieralea;x;
622;72;129;61;Lekmethorea;x;
623;66;133;74;guevara;x;
624;82;133;74;Elamassathrae;x;
625;217;241;40;Madedder;x;
626;180;249;30;sirsa;x;
627;126;106;3;Kyrnicpetra;x;
628;250;214;35;Hubodeslis;x;
629;145;133;102;saintes;x;
630;212;198;62;Cythmaissa;x;
631;219;5;105;zagare;x;
632;233;5;105;montlucon;x;
633;153;5;109;blaye;x;
634;103;117;39;Dormagnmos;x;
635;163;98;19;Lindberdos;x;
636;55;117;41;Maroiodus;x;
637;135;117;41;Bythereoas;x;
638;82;74;59;Kydomonatmea;x;
639;196;249;35;Korintmeseonia;x;
640;252;109;55;Nagaene;x;
641;78;106;11;bendow;x;
642;156;160;27;Cnimonattiri;x;
643;203;238;5;Chygonlis;x;
644;140;234;38;Oepantipdus;x;
645;92;109;58;karanpur;x;
646;84;181;72;Kangolios;x;
647;158;233;65;Aphimadnes;x;
648;208;179;51;Kimmerolyium;x;
649;98;174;38;Mulapithoas;x;
650;119;117;50;Odesskyntherna;x;
651;187;238;11;Argmegalomenus;x;
652;220;109;66;Makeptherna;x;
653;68;71;28;Mylambrlia;x;
654;144;179;61;Koucoltes;x;
655;64;179;61;Monaorchomos;x;
656;97;203;24;Onchlariai;x;
657;55;5;211;strasbourg;x;
658;150;213;19;Ephyrkatalea;x;
659;208;133;224;sulina;x;
660;90;148;25;Deceasiae;x;
661;103;219;2;Kimmeramnines;x;
662;214;195;41;karad;x;
663;235;60;3;Chamonasticia;x;
664;92;160;48;Iolhemerolia;x;
665;240;125;13;Knidhermitiri;x;
666;83;149;16;Aslilatrias;x;
667;159;79;26;Katakorinmea;x;
668;212;71;39;Lekolia;x;
669;68;134;1;Kyrarsder;x;
670;59;134;2;Myeddos;x;
671;140;134;3;Calbythosse;x;
672;113;134;4;Kuelae;x;
673;206;134;4;Koalathrae;x;
674;61;134;4;Lampsaberila;x;
675;230;134;5;Gormarathmenus;x;
676;73;134;8;Gythiephyuf;x;
677;220;134;9;Cymhemeina;x;
678;164;134;9;Morganarglia;x;
679;100;134;5;Hiergedos;x;
680;120;134;8;Athkalliosse;x;
681;211;134;13;Opusdylea;x;
682;76;134;14;Misekerkindos;x;
683;189;134;15;Croambrthera;x;
684;241;134;16;agrigento;x;
685;170;134;15;gunda;x;
686;238;134;18;bydgoszcz;x;
687;149;134;19;askeaton;x;
688;227;98;50;Olykimpetra;x;
689;200;134;21;heilbronn;x;
690;118;81;29;Laodikepdia;x;
691;114;134;24;horodlo;x;
692;144;134;25;Erekimmlis;x;
693;124;211;26;jaintia;x;
694;132;134;27;Epigomea;x;
695;161;134;30;Lamiaskltherna;x;
696;178;134;30;Claopupolis;x;
697;149;222;60;Onchitanthera;x;
698;234;134;34;Hermkiolia;x;
699;241;225;56;Aegargyrita;x;
700;92;134;37;Ereskaene;x;
701;201;134;38;sinopoli;x;
702;155;238;36;Mesemarscia;x;
703;156;134;40;kendal;x;
704;75;134;40;karaburun;x;
705;160;52;27;Eryambrlis;x;
706;58;134;43;Megalantiplia;x;
707;181;95;10;Ephkerkmea;x;
708;197;222;63;Methuedene;x;
709;134;68;2;Magneleatrea;x;
710;114;6;47;Gazepiosia;x;
711;84;134;40;Haglampsine;x;
712;83;134;49;Kamamonoastdos;x;
713;226;227;4;Astlapissa;x;
714;120;134;47;Opucebrthera;x;
715;203;134;43;Kimolynate;x;
716;149;134;53;Lekiasdos;x;
717;75;134;54;allahbad;x;
718;122;134;54;Mochmantoli;x;
719;62;134;56;Kalgolgnae;x;
720;225;254;14;Monasoum;x;
721;221;79;36;kurnool;x;
722;51;134;59;Hublmaronaea;x;
723;89;63;64;Gyrthiniaon;x;
724;76;189;5;Ephyrkamum;x;
725;233;134;59;Lekhamethudia;x;
726;243;134;55;Milmetaponeia;x;
727;241;134;55;Chalcmasthera;x;
728;132;134;65;Hierlefinon;x;
729;176;134;65;thara;x;
730;108;134;67;Chenaxdia;x;
731;158;106;48;Byzkordia;x;
732;88;134;69;Itanberthos;x;
733;108;134;70;Megmagneon;x;
734;153;114;36;Corolbioli;x;
735;131;116;74;Larmonatrea;x;
736;251;134;73;bentheim;x;
737;223;134;74;Antimagpetra;x;
738;149;134;73;olbia;x;
739;223;134;73;Niclampyra;x;
740;83;134;74;kailaras;x;
741;177;134;75;Kasemprias;x;
742;225;254;21;Argcorcium;x;
743;155;215;69;Dorkyrenessa;x;
744;236;134;93;Lapactita;x;
745;220;6;95;lodeve;x;
746;178;176;45;Leoagrindus;x;
747;101;95;22;Locrandate;x;
748;219;6;105;Koherlia;x;
749;218;6;105;Eryaeglia;x;
750;83;200;9;Neklapolis;x;
751;106;87;36;Chersartemosse;x;
752;229;229;43;Gouractlea;x;
753;144;52;46;Metacorrias;x;
754;108;211;48;Dorkythena;x;
755;176;52;47;Momegpetra;x;
756;64;103;20;supaul;x;
757;127;6;188;concarneau;x;
758;143;79;65;kanniyakumari;x;
759;94;106;75;Amnididyene;x;
760;53;95;42;Cymetoli;x;
761;184;189;62;Gythachiana;x;
762;133;146;14;Erekorinera;x;
763;160;90;68;Oroddia;x;
764;232;192;44;Ocythnes;x;
765;90;197;45;Heepialous;x;
766;58;126;67;Nyhiida;x;
